hemisphere,schaefer_parcel_index,num_vertices,mean_ncsnr,top_snr_rank_within_hemi,in_top_snr_200,top200_token_index,dominant_roi,functional_level,dominant_overlap,all_roi_overlaps
lh,158,225,0.12097073346376419,351,False,,Unlabeled,unlabeled,0.0,[]
lh,159,396,0.1340855360031128,325,False,,Unlabeled,unlabeled,0.0,[]
lh,160,261,0.10049651563167572,393,False,,Unlabeled,unlabeled,0.0,[]
lh,161,363,0.08629754185676575,430,False,,Unlabeled,unlabeled,0.0,[]
lh,162,241,0.049974847584962845,488,False,,Unlabeled,unlabeled,0.0,[]
lh,163,296,0.14773984253406525,296,False,,Unlabeled,unlabeled,0.0,[]
lh,164,538,0.07435794174671173,448,False,,Unlabeled,unlabeled,0.0,[]
lh,165,346,0.07089921832084656,456,False,,Unlabeled,unlabeled,0.0,[]
lh,166,362,0.08798990398645401,426,False,,Unlabeled,unlabeled,0.0,[]
lh,167,362,0.10710848122835159,386,False,,Unlabeled,unlabeled,0.0,[]
lh,168,297,0.06160135567188263,473,False,,Unlabeled,unlabeled,0.0,[]
lh,169,351,0.06418751180171967,470,False,,Unlabeled,unlabeled,0.0,[]
lh,170,469,0.06941066682338715,460,False,,Unlabeled,unlabeled,0.0,[]
lh,171,268,0.054665058851242065,481,False,,Unlabeled,unlabeled,0.0,[]
lh,172,329,0.2161201536655426,158,False,,Unlabeled,unlabeled,0.0,"[{""collection"":""floc-words"",""roi"":""VWFA-2"",""group"":""Word"",""level"":""high_level"",""overlap"":0.3708206686930091},{""collection"":""floc-words"",""roi"":""mfs-words"",""group"":""Word"",""level"":""high_level"",""overlap"":0.0486322188449848}]"
lh,173,289,0.1770365834236145,216,False,,Unlabeled,unlabeled,0.0,"[{""collection"":""floc-words"",""roi"":""VWFA-2"",""group"":""Word"",""level"":""high_level"",""overlap"":0.2906574394463668}]"
lh,174,329,0.38072723150253296,65,True,64,Word,high_level,0.729483282674772,"[{""collection"":""floc-words"",""roi"":""VWFA-2"",""group"":""Word"",""level"":""high_level"",""overlap"":0.729483282674772},{""collection"":""floc-bodies"",""roi"":""FBA-1"",""group"":""Body"",""level"":""high_level"",""overlap"":0.44984802431610943},{""collection"":""floc-faces"",""roi"":""FFA-1"",""group"":""Face"",""level"":""high_level"",""overlap"":0.14893617021276595},{""collection"":""floc-words"",""roi"":""VWFA-1"",""group"":""Word"",""level"":""high_level"",""overlap"":0.06382978723404255},{""collection"":""floc-words"",""roi"":""mfs-words"",""group"":""Word"",""level"":""high_level"",""overlap"":0.0121580547112462}]"
lh,175,267,0.3476679027080536,78,True,77,Word,high_level,0.6928838951310862,"[{""collection"":""floc-words"",""roi"":""VWFA-1"",""group"":""Word"",""level"":""high_level"",""overlap"":0.6928838951310862},{""collection"":""floc-bodies"",""roi"":""FBA-1"",""group"":""Body"",""level"":""high_level"",""overlap"":0.23220973782771537},{""collection"":""floc-words"",""roi"":""VWFA-2"",""group"":""Word"",""level"":""high_level"",""overlap"":0.018726591760299626}]"
lh,176,318,0.35303643345832825,75,True,74,Word,high_level,0.6823899371069182,"[{""collection"":""floc-words"",""roi"":""VWFA-1"",""group"":""Word"",""level"":""high_level"",""overlap"":0.6823899371069182}]"
lh,177,406,0.2529444694519043,133,False,,Unlabeled,unlabeled,0.0,[]
lh,178,208,0.4748196601867676,43,True,42,Body,high_level,0.5432692307692307,"[{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.5432692307692307},{""collection"":""floc-words"",""roi"":""VWFA-1"",""group"":""Word"",""level"":""high_level"",""overlap"":0.3701923076923077}]"
lh,179,184,0.48164424300193787,40,True,39,Body,high_level,0.6684782608695652,"[{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.6684782608695652}]"
lh,180,204,0.3446119427680969,80,True,79,Unlabeled,unlabeled,0.0,"[{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.058823529411764705}]"
lh,181,343,0.46364814043045044,47,True,46,Body,high_level,0.60932944606414,"[{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.60932944606414}]"
lh,182,336,0.7111992835998535,8,True,7,Body,high_level,0.9553571428571429,"[{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.9553571428571429}]"
lh,183,201,0.6449609398841858,13,True,12,Body,high_level,0.5024875621890548,"[{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.5024875621890548}]"
lh,184,251,0.4923276901245117,38,True,37,Body,high_level,0.8087649402390438,"[{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.8087649402390438},{""collection"":""floc-places"",""roi"":""OPA"",""group"":""Scene"",""level"":""high_level"",""overlap"":0.00796812749003984}]"
lh,185,109,0.5547806024551392,22,True,21,Scene,high_level,1.0,"[{""collection"":""floc-places"",""roi"":""OPA"",""group"":""Scene"",""level"":""high_level"",""overlap"":1.0},{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.10091743119266056}]"
lh,186,244,0.3902663290500641,63,True,62,Scene,high_level,0.8688524590163934,"[{""collection"":""floc-places"",""roi"":""OPA"",""group"":""Scene"",""level"":""high_level"",""overlap"":0.8688524590163934},{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.5286885245901639}]"
lh,187,208,0.4684760272502899,46,True,45,Scene,high_level,0.7355769230769231,"[{""collection"":""floc-places"",""roi"":""OPA"",""group"":""Scene"",""level"":""high_level"",""overlap"":0.7355769230769231}]"
lh,188,146,0.5202304720878601,30,True,29,Scene,high_level,1.0,"[{""collection"":""floc-places"",""roi"":""OPA"",""group"":""Scene"",""level"":""high_level"",""overlap"":1.0}]"
lh,189,176,0.5053406357765198,36,True,35,Unlabeled,unlabeled,0.0,"[{""collection"":""floc-places"",""roi"":""OPA"",""group"":""Scene"",""level"":""high_level"",""overlap"":0.48863636363636365}]"
lh,190,163,0.23564894497394562,144,False,,Unlabeled,unlabeled,0.0,[]
lh,191,256,0.5133366584777832,34,True,33,Unlabeled,unlabeled,0.0,[]
lh,192,305,0.42933809757232666,56,True,55,Unlabeled,unlabeled,0.0,"[{""collection"":""floc-places"",""roi"":""OPA"",""group"":""Scene"",""level"":""high_level"",""overlap"":0.05573770491803279}]"
lh,193,320,0.3043085038661957,99,True,98,Unlabeled,unlabeled,0.0,[]
lh,194,246,0.3439388871192932,81,True,80,Unlabeled,unlabeled,0.0,[]
lh,195,376,0.2795800268650055,112,False,,Unlabeled,unlabeled,0.0,[]
lh,196,337,0.25421684980392456,131,False,,Unlabeled,unlabeled,0.0,[]
lh,197,278,0.2859002649784088,111,False,,Unlabeled,unlabeled,0.0,[]
lh,198,279,0.27942097187042236,113,False,,Unlabeled,unlabeled,0.0,[]
lh,199,386,0.19513516128063202,184,False,,Unlabeled,unlabeled,0.0,[]
lh,200,305,0.4396008551120758,54,True,53,Unlabeled,unlabeled,0.0,[]
lh,201,240,0.2019851952791214,173,False,,Unlabeled,unlabeled,0.0,[]
lh,202,227,0.36670827865600586,70,True,69,Unlabeled,unlabeled,0.0,[]
lh,203,382,0.2686319947242737,120,False,,Unlabeled,unlabeled,0.0,[]
lh,204,167,0.354270339012146,73,True,72,Unlabeled,unlabeled,0.0,[]
lh,205,191,0.16873639822006226,238,False,,Unlabeled,unlabeled,0.0,[]
lh,206,566,0.12392202019691467,342,False,,Unlabeled,unlabeled,0.0,[]
lh,207,277,0.3317497670650482,85,True,84,Unlabeled,unlabeled,0.0,[]
lh,208,176,0.332105815410614,84,True,83,Unlabeled,unlabeled,0.0,[]
lh,209,402,0.2933855354785919,108,False,,Unlabeled,unlabeled,0.0,[]
lh,210,287,0.1473931223154068,298,False,,Unlabeled,unlabeled,0.0,[]
lh,211,408,0.2608849108219147,126,False,,Unlabeled,unlabeled,0.0,[]
lh,212,190,0.15478456020355225,272,False,,Unlabeled,unlabeled,0.0,[]
lh,213,248,0.27924174070358276,114,False,,Unlabeled,unlabeled,0.0,[]
lh,214,342,0.2685534358024597,121,False,,Unlabeled,unlabeled,0.0,[]
lh,215,256,0.3909200429916382,62,True,61,Unlabeled,unlabeled,0.0,[]
lh,216,369,0.16648809611797333,246,False,,Unlabeled,unlabeled,0.0,[]
lh,217,222,0.18495437502861023,204,False,,Unlabeled,unlabeled,0.0,[]
lh,218,254,0.1632586419582367,254,False,,Unlabeled,unlabeled,0.0,[]
lh,219,292,0.3034372627735138,100,True,99,Unlabeled,unlabeled,0.0,[]
lh,220,259,0.20792582631111145,169,False,,Unlabeled,unlabeled,0.0,[]
lh,221,302,0.3074784576892853,94,True,93,Unlabeled,unlabeled,0.0,[]
lh,222,379,0.2690357267856598,119,False,,Unlabeled,unlabeled,0.0,[]
lh,223,318,0.20159511268138885,174,False,,Unlabeled,unlabeled,0.0,[]
lh,224,454,0.294769287109375,105,False,,Unlabeled,unlabeled,0.0,[]
lh,225,326,0.22190798819065094,151,False,,Unlabeled,unlabeled,0.0,[]
lh,226,523,0.19099624454975128,195,False,,Unlabeled,unlabeled,0.0,[]
lh,227,214,0.13731001317501068,316,False,,Unlabeled,unlabeled,0.0,[]
lh,228,412,0.12635621428489685,338,False,,Unlabeled,unlabeled,0.0,[]
lh,229,507,0.1914358139038086,192,False,,Unlabeled,unlabeled,0.0,[]
lh,230,169,0.1510947197675705,282,False,,Unlabeled,unlabeled,0.0,[]
lh,231,175,0.3349948227405548,82,True,81,Unlabeled,unlabeled,0.0,[]
lh,232,344,0.1912597119808197,194,False,,Unlabeled,unlabeled,0.0,[]
lh,233,365,0.45416495203971863,50,True,49,Unlabeled,unlabeled,0.0,[]
lh,234,358,0.217096745967865,157,False,,Unlabeled,unlabeled,0.0,[]
lh,235,269,0.1675904244184494,242,False,,Unlabeled,unlabeled,0.0,[]
lh,236,236,0.29895004630088806,102,False,,Unlabeled,unlabeled,0.0,[]
lh,237,364,0.36539316177368164,71,True,70,Unlabeled,unlabeled,0.0,[]
lh,238,278,0.19136567413806915,193,False,,Unlabeled,unlabeled,0.0,[]
lh,239,461,0.1230200007557869,343,False,,Unlabeled,unlabeled,0.0,[]
lh,240,454,0.24874810874462128,135,False,,Unlabeled,unlabeled,0.0,[]
lh,241,338,0.2948800325393677,104,False,,Unlabeled,unlabeled,0.0,[]
lh,242,281,0.4092264473438263,61,True,60,Unlabeled,unlabeled,0.0,[]
lh,243,238,0.34825095534324646,77,True,76,Unlabeled,unlabeled,0.0,[]
lh,244,93,0.05938147380948067,476,False,,Unlabeled,unlabeled,0.0,[]
lh,245,680,0.13735204935073853,315,False,,Unlabeled,unlabeled,0.0,[]
lh,246,182,0.1290368139743805,333,False,,Unlabeled,unlabeled,0.0,[]
lh,247,299,0.10395901650190353,389,False,,Unlabeled,unlabeled,0.0,[]
lh,248,284,0.21151003241539001,164,False,,Unlabeled,unlabeled,0.0,[]
lh,249,204,0.08945705741643906,420,False,,Unlabeled,unlabeled,0.0,[]
lh,250,351,0.11869845539331436,356,False,,Unlabeled,unlabeled,0.0,[]
lh,251,391,0.16788804531097412,241,False,,Unlabeled,unlabeled,0.0,[]
lh,252,498,0.16594503819942474,247,False,,Unlabeled,unlabeled,0.0,[]
lh,253,331,0.19345088303089142,187,False,,Unlabeled,unlabeled,0.0,[]
lh,254,389,0.11936616152524948,355,False,,Unlabeled,unlabeled,0.0,[]
lh,255,417,0.20084375143051147,175,False,,Unlabeled,unlabeled,0.0,[]
lh,256,233,0.15966345369815826,263,False,,Unlabeled,unlabeled,0.0,[]
lh,257,365,0.1097165122628212,379,False,,Unlabeled,unlabeled,0.0,[]
lh,258,255,0.23371441662311554,146,False,,Unlabeled,unlabeled,0.0,[]
lh,259,258,0.13174760341644287,329,False,,Unlabeled,unlabeled,0.0,[]
lh,260,281,0.11035163700580597,374,False,,Unlabeled,unlabeled,0.0,[]
lh,261,238,0.13581213355064392,322,False,,Unlabeled,unlabeled,0.0,[]
lh,262,273,0.11768859624862671,361,False,,Unlabeled,unlabeled,0.0,[]
lh,263,249,0.09026183187961578,418,False,,Unlabeled,unlabeled,0.0,[]
lh,264,247,0.08835745602846146,423,False,,Unlabeled,unlabeled,0.0,[]
lh,265,301,0.08200527727603912,433,False,,Unlabeled,unlabeled,0.0,[]
lh,266,298,0.12143796682357788,348,False,,Unlabeled,unlabeled,0.0,[]
lh,267,454,0.1177041307091713,360,False,,Unlabeled,unlabeled,0.0,[]
lh,268,278,0.13708727061748505,317,False,,Unlabeled,unlabeled,0.0,[]
lh,269,363,0.14049136638641357,306,False,,Unlabeled,unlabeled,0.0,[]
lh,270,460,0.15154269337654114,280,False,,Unlabeled,unlabeled,0.0,[]
lh,271,224,0.15235519409179688,278,False,,Unlabeled,unlabeled,0.0,[]
lh,272,355,0.10649427026510239,387,False,,Unlabeled,unlabeled,0.0,[]
lh,273,154,0.17551924288272858,221,False,,Unlabeled,unlabeled,0.0,[]
lh,274,479,0.17893101274967194,213,False,,Unlabeled,unlabeled,0.0,[]
lh,275,335,0.18340705335140228,207,False,,Unlabeled,unlabeled,0.0,[]
lh,276,319,0.3260318338871002,89,True,88,Unlabeled,unlabeled,0.0,[]
lh,277,327,0.2193901240825653,153,False,,Unlabeled,unlabeled,0.0,[]
lh,278,436,0.13918538391590118,310,False,,Unlabeled,unlabeled,0.0,[]
lh,279,299,0.15587836503982544,268,False,,Unlabeled,unlabeled,0.0,[]
lh,280,158,0.3844403028488159,64,True,63,Unlabeled,unlabeled,0.0,[]
lh,281,310,0.26432302594184875,125,False,,Unlabeled,unlabeled,0.0,[]
lh,282,275,0.11517654359340668,365,False,,Unlabeled,unlabeled,0.0,[]
lh,283,185,0.30758869647979736,93,True,92,Unlabeled,unlabeled,0.0,[]
lh,284,273,0.25767073035240173,127,False,,Unlabeled,unlabeled,0.0,[]
lh,285,173,0.17118294537067413,232,False,,Unlabeled,unlabeled,0.0,[]
lh,286,132,0.275128573179245,117,False,,Unlabeled,unlabeled,0.0,[]
lh,287,510,0.10446397215127945,388,False,,Unlabeled,unlabeled,0.0,[]
lh,288,240,0.05665602535009384,479,False,,Unlabeled,unlabeled,0.0,[]
lh,289,391,0.034916527569293976,499,False,,Unlabeled,unlabeled,0.0,[]
lh,290,261,0.03881063312292099,497,False,,Unlabeled,unlabeled,0.0,[]
lh,291,303,0.057440176606178284,478,False,,Unlabeled,unlabeled,0.0,[]
lh,292,253,0.0744730606675148,447,False,,Unlabeled,unlabeled,0.0,[]
lh,293,228,0.0366966612637043,498,False,,Unlabeled,unlabeled,0.0,[]
lh,294,564,0.07303491234779358,451,False,,Unlabeled,unlabeled,0.0,[]
lh,295,376,0.045917998999357224,491,False,,Unlabeled,unlabeled,0.0,[]
lh,296,449,0.06945229321718216,459,False,,Unlabeled,unlabeled,0.0,[]
lh,297,414,0.06477230042219162,469,False,,Unlabeled,unlabeled,0.0,[]
lh,298,274,0.09464757889509201,409,False,,Unlabeled,unlabeled,0.0,[]
lh,299,150,0.03152461349964142,500,False,,Unlabeled,unlabeled,0.0,[]
lh,300,284,0.08798806369304657,427,False,,Unlabeled,unlabeled,0.0,[]
lh,301,315,0.07075700908899307,458,False,,Unlabeled,unlabeled,0.0,[]
lh,302,800,0.06897033751010895,462,False,,Unlabeled,unlabeled,0.0,[]
lh,303,312,0.04239301010966301,494,False,,Unlabeled,unlabeled,0.0,[]
lh,304,222,0.08186120539903641,434,False,,Unlabeled,unlabeled,0.0,[]
lh,305,498,0.1986122876405716,179,False,,Unlabeled,unlabeled,0.0,[]
lh,306,428,0.039122652262449265,496,False,,Unlabeled,unlabeled,0.0,[]
lh,307,231,0.04663420468568802,489,False,,Unlabeled,unlabeled,0.0,[]
lh,308,539,0.14781330525875092,295,False,,Unlabeled,unlabeled,0.0,[]
lh,309,682,0.07298283278942108,452,False,,Unlabeled,unlabeled,0.0,[]
lh,310,637,0.06149265542626381,474,False,,Unlabeled,unlabeled,0.0,[]
lh,311,250,0.19632701575756073,181,False,,Unlabeled,unlabeled,0.0,[]
lh,312,420,0.05057762563228607,486,False,,Unlabeled,unlabeled,0.0,[]
lh,313,520,0.059500452131032944,475,False,,Unlabeled,unlabeled,0.0,[]
lh,314,448,0.15358194708824158,276,False,,Unlabeled,unlabeled,0.0,[]
lh,315,348,0.09275094419717789,415,False,,Unlabeled,unlabeled,0.0,[]
lh,316,455,0.07640771567821503,442,False,,Unlabeled,unlabeled,0.0,[]
lh,317,240,0.30214723944664,101,False,,Unlabeled,unlabeled,0.0,"[{""collection"":""floc-places"",""roi"":""OPA"",""group"":""Scene"",""level"":""high_level"",""overlap"":0.32916666666666666}]"
lh,318,296,0.14315393567085266,303,False,,Unlabeled,unlabeled,0.0,[]
lh,319,213,0.1694968193769455,236,False,,Unlabeled,unlabeled,0.0,[]
lh,320,256,0.20364318788051605,172,False,,Unlabeled,unlabeled,0.0,[]
lh,321,336,0.17332369089126587,228,False,,Unlabeled,unlabeled,0.0,[]
lh,322,238,0.16003431379795074,261,False,,Unlabeled,unlabeled,0.0,[]
lh,323,186,0.14788013696670532,293,False,,Unlabeled,unlabeled,0.0,[]
lh,324,289,0.17353574931621552,226,False,,Unlabeled,unlabeled,0.0,[]
lh,325,285,0.21309591829776764,161,False,,Unlabeled,unlabeled,0.0,[]
lh,326,298,0.19521711766719818,183,False,,Unlabeled,unlabeled,0.0,[]
lh,327,278,0.23269818723201752,147,False,,Unlabeled,unlabeled,0.0,[]
lh,328,174,0.2535703182220459,132,False,,Unlabeled,unlabeled,0.0,[]
lh,329,238,0.23630042374134064,143,False,,Unlabeled,unlabeled,0.0,[]
lh,330,331,0.19713975489139557,180,False,,Unlabeled,unlabeled,0.0,[]
lh,331,215,0.2947279214859009,106,False,,Unlabeled,unlabeled,0.0,[]
lh,332,286,0.0412306971848011,495,False,,Unlabeled,unlabeled,0.0,[]
lh,333,262,0.15013772249221802,287,False,,Unlabeled,unlabeled,0.0,[]
lh,334,259,0.14547471702098846,299,False,,Unlabeled,unlabeled,0.0,[]
lh,335,193,0.1312406212091446,330,False,,Unlabeled,unlabeled,0.0,[]
lh,336,187,0.11256922036409378,366,False,,Unlabeled,unlabeled,0.0,[]
lh,337,469,0.09437811374664307,410,False,,Unlabeled,unlabeled,0.0,[]
lh,338,237,0.16480444371700287,249,False,,Unlabeled,unlabeled,0.0,[]
lh,339,352,0.13549166917800903,324,False,,Unlabeled,unlabeled,0.0,[]
lh,340,224,0.23813502490520477,142,False,,Unlabeled,unlabeled,0.0,[]
lh,341,439,0.192072331905365,191,False,,Unlabeled,unlabeled,0.0,[]
lh,342,331,0.12868046760559082,335,False,,Unlabeled,unlabeled,0.0,[]
lh,343,319,0.16540445387363434,248,False,,Unlabeled,unlabeled,0.0,[]
lh,344,252,0.2263316810131073,150,False,,Unlabeled,unlabeled,0.0,[]
lh,345,324,0.14055268466472626,305,False,,Unlabeled,unlabeled,0.0,[]
lh,346,336,0.21374090015888214,160,False,,Unlabeled,unlabeled,0.0,[]
lh,347,315,0.1739908903837204,224,False,,Unlabeled,unlabeled,0.0,[]
lh,348,297,0.15605391561985016,267,False,,Unlabeled,unlabeled,0.0,[]
lh,349,153,0.12461062520742416,339,False,,Unlabeled,unlabeled,0.0,[]
lh,350,592,0.19301339983940125,188,False,,Unlabeled,unlabeled,0.0,[]
lh,351,278,0.12157174199819565,347,False,,Unlabeled,unlabeled,0.0,[]
lh,352,345,0.26725324988365173,123,False,,Unlabeled,unlabeled,0.0,[]
lh,353,436,0.1633071005344391,253,False,,Unlabeled,unlabeled,0.0,[]
lh,354,187,0.2384316772222519,140,False,,Unlabeled,unlabeled,0.0,[]
lh,355,445,0.1478772759437561,294,False,,Unlabeled,unlabeled,0.0,[]
lh,356,266,0.30550098419189453,97,True,96,Unlabeled,unlabeled,0.0,[]
lh,357,256,0.08093959093093872,437,False,,Unlabeled,unlabeled,0.0,[]
lh,358,337,0.0967773050069809,403,False,,Unlabeled,unlabeled,0.0,[]
lh,359,281,0.17681431770324707,218,False,,Unlabeled,unlabeled,0.0,[]
lh,360,302,0.16182182729244232,259,False,,Unlabeled,unlabeled,0.0,[]
lh,361,263,0.1871413290500641,201,False,,Unlabeled,unlabeled,0.0,[]
lh,362,176,0.1623295545578003,255,False,,Unlabeled,unlabeled,0.0,[]
lh,363,248,0.12659673392772675,337,False,,Unlabeled,unlabeled,0.0,[]
lh,364,183,0.10937812924385071,380,False,,Unlabeled,unlabeled,0.0,[]
lh,365,349,0.1204499751329422,354,False,,Unlabeled,unlabeled,0.0,[]
lh,366,302,0.10932108759880066,381,False,,Unlabeled,unlabeled,0.0,[]
lh,367,215,0.13004662096500397,332,False,,Unlabeled,unlabeled,0.0,[]
lh,368,297,0.12392491102218628,341,False,,Unlabeled,unlabeled,0.0,[]
lh,369,239,0.09831439703702927,398,False,,Unlabeled,unlabeled,0.0,[]
lh,370,113,0.13318966329097748,327,False,,Unlabeled,unlabeled,0.0,[]
lh,371,123,0.15158887207508087,279,False,,Unlabeled,unlabeled,0.0,[]
lh,372,423,0.18184998631477356,209,False,,Unlabeled,unlabeled,0.0,[]
lh,373,143,0.3048357665538788,98,True,97,Unlabeled,unlabeled,0.0,[]
lh,374,236,0.34613126516342163,79,True,78,Unlabeled,unlabeled,0.0,[]
lh,375,226,0.2768332362174988,116,False,,Unlabeled,unlabeled,0.0,[]
lh,376,237,0.25701433420181274,128,False,,Unlabeled,unlabeled,0.0,[]
lh,377,272,0.3771337866783142,67,True,66,Unlabeled,unlabeled,0.0,"[{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.058823529411764705}]"
lh,378,302,0.17580893635749817,220,False,,Unlabeled,unlabeled,0.0,[]
lh,379,246,0.1587722897529602,264,False,,Unlabeled,unlabeled,0.0,[]
lh,380,237,0.1909497231245041,196,False,,Unlabeled,unlabeled,0.0,[]
lh,381,224,0.20058178901672363,177,False,,Unlabeled,unlabeled,0.0,"[{""collection"":""floc-places"",""roi"":""OPA"",""group"":""Scene"",""level"":""high_level"",""overlap"":0.05357142857142857},{""collection"":""floc-bodies"",""roi"":""EBA"",""group"":""Body"",""level"":""high_level"",""overlap"":0.004464285714285714}]"
lh,382,265,0.1895373910665512,200,False,,Unlabeled,unlabeled,0.0,[]
lh,383,209,0.1491004079580307,292,False,,Unlabeled,unlabeled,0.0,[]
lh,384,239,0.14527104794979095,300,False,,Unlabeled,unlabeled,0.0,[]
lh,385,237,0.2550352215766907,129,False,,Unlabeled,unlabeled,0.0,[]
lh,386,344,0.1536494344472885,275,False,,Unlabeled,unlabeled,0.0,[]
lh,387,240,0.14117972552776337,304,False,,Unlabeled,unlabeled,0.0,[]
lh,388,249,0.1508350819349289,283,False,,Unlabeled,unlabeled,0.0,[]
lh,389,149,0.15700748562812805,266,False,,Unlabeled,unlabeled,0.0,[]
lh,390,189,0.18298287689685822,208,False,,Unlabeled,unlabeled,0.0,[]
lh,391,258,0.14393557608127594,302,False,,Unlabeled,unlabeled,0.0,[]
lh,392,244,0.15846656262874603,265,False,,Unlabeled,unlabeled,0.0,[]
lh,393,283,0.05308022350072861,482,False,,Unlabeled,unlabeled,0.0,[]
lh,394,301,0.05059761181473732,485,False,,Unlabeled,unlabeled,0.0,[]
lh,395,358,0.05172279477119446,484,False,,Unlabeled,unlabeled,0.0,[]
lh,396,319,0.08818423748016357,425,False,,Unlabeled,unlabeled,0.0,[]
lh,397,255,0.06543400138616562,466,False,,Unlabeled,unlabeled,0.0,[]
lh,398,443,0.056377384811639786,480,False,,Unlabeled,unlabeled,0.0,[]
lh,399,320,0.0722118467092514,454,False,,Unlabeled,unlabeled,0.0,[]
lh,400,330,0.05292704701423645,483,False,,Unlabeled,unlabeled,0.0,[]
lh,401,698,0.1325475126504898,328,False,,Unlabeled,unlabeled,0.0,[]
lh,402,232,0.11136745661497116,371,False,,Unlabeled,unlabeled,0.0,[]
lh,403,474,0.1016179695725441,391,False,,Unlabeled,unlabeled,0.0,[]
lh,404,294,0.10839942842721939,383,False,,Unlabeled,unlabeled,0.0,[]
lh,405,352,0.12110858410596848,350,False,,Unlabeled,unlabeled,0.0,[]
lh,406,209,0.08870968967676163,421,False,,Unlabeled,unlabeled,0.0,[]
lh,407,446,0.1403505504131317,307,False,,Unlabeled,unlabeled,0.0,[]
lh,408,268,0.1244410052895546,340,False,,Unlabeled,unlabeled,0.0,[]
lh,409,282,0.12142158299684525,349,False,,Unlabeled,unlabeled,0.0,[]
lh,410,419,0.1770675778388977,215,False,,Unlabeled,unlabeled,0.0,[]
lh,411,179,0.2173965722322464,156,False,,Unlabeled,unlabeled,0.0,[]
lh,412,291,0.21821361780166626,154,False,,Unlabeled,unlabeled,0.0,[]
lh,413,254,0.2344636768102646,145,False,,Unlabeled,unlabeled,0.0,[]
lh,414,341,0.2141013741493225,159,False,,Unlabeled,unlabeled,0.0,[]
lh,415,267,0.13682425022125244,318,False,,Unlabeled,unlabeled,0.0,[]
lh,416,98,0.07749827206134796,439,False,,Unlabeled,unlabeled,0.0,[]
lh,417,376,0.19869618117809296,178,False,,Unlabeled,unlabeled,0.0,[]
lh,418,812,0.15066836774349213,284,False,,Unlabeled,unlabeled,0.0,[]
lh,419,606,0.13122911751270294,331,False,,Unlabeled,unlabeled,0.0,[]
lh,420,423,0.09808910638093948,400,False,,Unlabeled,unlabeled,0.0,[]
lh,421,652,0.17784783244132996,214,False,,Unlabeled,unlabeled,0.0,[]
lh,422,421,0.17681565880775452,217,False,,Unlabeled,unlabeled,0.0,[]
lh,423,134,0.08300863206386566,432,False,,Unlabeled,unlabeled,0.0,[]
lh,424,334,0.12857884168624878,336,False,,Unlabeled,unlabeled,0.0,[]
lh,425,235,0.1394958347082138,308,False,,Unlabeled,unlabeled,0.0,[]
lh,426,305,0.0904097780585289,417,False,,Unlabeled,unlabeled,0.0,[]
lh,427,198,0.09679383784532547,402,False,,Unlabeled,unlabeled,0.0,[]
lh,428,453,0.10986243933439255,378,False,,Unlabeled,unlabeled,0.0,[]
lh,429,437,0.23838156461715698,141,False,,Unlabeled,unlabeled,0.0,[]
lh,430,318,0.09287820011377335,414,False,,Unlabeled,unlabeled,0.0,[]
lh,431,258,0.19616657495498657,182,False,,Unlabeled,unlabeled,0.0,[]
lh,432,217,0.1552378088235855,271,False,,Unlabeled,unlabeled,0.0,[]
lh,433,515,0.1718021184206009,230,False,,Unlabeled,unlabeled,0.0,[]
lh,434,643,0.13320402801036835,326,False,,Unlabeled,unlabeled,0.0,[]
lh,435,369,0.1812671422958374,210,False,,Unlabeled,unlabeled,0.0,[]
lh,436,426,0.10924609750509262,382,False,,Unlabeled,unlabeled,0.0,[]
lh,437,125,0.10839180648326874,384,False,,Unlabeled,unlabeled,0.0,[]
lh,438,239,0.1736849844455719,225,False,,Unlabeled,unlabeled,0.0,[]
lh,439,291,0.14941485226154327,290,False,,Unlabeled,unlabeled,0.0,[]
lh,440,184,0.21193069219589233,163,False,,Unlabeled,unlabeled,0.0,[]
lh,441,417,0.1673348993062973,243,False,,Unlabeled,unlabeled,0.0,[]
lh,442,368,0.17346134781837463,227,False,,Unlabeled,unlabeled,0.0,[]
lh,443,414,0.24837936460971832,136,False,,Unlabeled,unlabeled,0.0,[]
lh,444,328,0.192567378282547,189,False,,Unlabeled,unlabeled,0.0,[]
lh,445,302,0.22077441215515137,152,False,,Unlabeled,unlabeled,0.0,[]
lh,446,259,0.13874156773090363,312,False,,Unlabeled,unlabeled,0.0,[]
