control_replicate,control_token_index,design,dominant_overlap,dominant_roi,group_overlap__Body,group_overlap__Face,group_overlap__Scene,group_overlap__V1,group_overlap__V2,group_overlap__V3,group_overlap__V4,group_overlap__Word,hemisphere,max_off_target_overlap,mean_ncsnr,num_groups_ge_0.10,num_groups_ge_0.25,num_groups_ge_0.40,num_groups_ge_0.50,num_vertices,purity_margin,roi_overlap__floc-bodies__EBA,roi_overlap__floc-bodies__FBA-1,roi_overlap__floc-bodies__FBA-2,roi_overlap__floc-faces__FFA-1,roi_overlap__floc-faces__FFA-2,roi_overlap__floc-faces__OFA,roi_overlap__floc-places__OPA,roi_overlap__floc-places__PPA,roi_overlap__floc-places__RSC,roi_overlap__floc-words__OWFA,roi_overlap__floc-words__VWFA-1,roi_overlap__floc-words__VWFA-2,roi_overlap__floc-words__mfs-words,roi_overlap__prf-visualrois__V1d,roi_overlap__prf-visualrois__V1v,roi_overlap__prf-visualrois__V2d,roi_overlap__prf-visualrois__V2v,roi_overlap__prf-visualrois__V3d,roi_overlap__prf-visualrois__V3v,roi_overlap__prf-visualrois__hV4,schaefer_parcel_index,target_category,target_group_max_overlap,target_off_target_dual_high_overlap,target_overlap_ge_0.10,target_overlap_ge_0.25,target_overlap_ge_0.40,target_overlap_ge_0.50,top200_token_index
3,119,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5871975421905518,0,0,0,0,244,0.0,,,,,,,,,,,,,,,,,,,,,224,Body,0.0,False,False,False,False,False,119
3,123,full,0.5975103734439834,V2,0.0,0.0,0.0,0.0,0.5975103734439834,0.4024896265560166,0.0,0.0,rh,0.5975103734439834,0.5699483156204224,2,2,2,1,241,-0.5975103734439834,,,,,,,,,,,,,,,,,0.5975103734439834,,0.4024896265560166,,17,Body,0.0,False,False,False,False,False,123
3,126,full,0.9920948616600791,Scene,0.0,0.0,0.9920948616600791,0.0,0.0,0.0,0.0,0.0,rh,0.9920948616600791,0.560015857219696,1,1,1,1,253,-0.9920948616600791,,,,,,,0.9920948616600791,,,,,,,,,,,,,,68,Body,0.0,False,False,False,False,False,126
3,134,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.4867549668874172,0.3079470198675497,0.0,0.0,rh,0.4867549668874172,0.5336077809333801,2,2,1,0,302,-0.4867549668874172,,,,,,,,,,,,,,,,0.4867549668874172,,0.3079470198675497,,,60,Body,0.0,False,False,False,False,False,134
3,140,full,0.7802197802197802,Scene,0.0,0.0,0.7802197802197802,0.0,0.0,0.0,0.0,0.0,rh,0.7802197802197802,0.5040353536605835,1,1,1,1,182,-0.7802197802197802,,,,,,,0.7802197802197802,,,,,,,,,,,,,,71,Body,0.0,False,False,False,False,False,140
3,143,full,0.7455357142857143,V3,0.0,0.013392857142857142,0.0,0.0,0.05357142857142857,0.7455357142857143,0.07589285714285714,0.625,rh,0.7455357142857143,0.4982433319091797,2,2,2,2,224,-0.7455357142857143,,,,,,0.013392857142857142,,,,0.625,,,,,,,0.05357142857142857,0.008928571428571428,0.7455357142857143,0.07589285714285714,19,Body,0.0,False,False,False,False,False,143
3,147,full,0.0,Unlabeled,0.0,0.0,0.1398176291793313,0.0,0.0,0.0,0.0,0.3465045592705167,rh,0.3465045592705167,0.49031317234039307,2,1,0,0,329,-0.3465045592705167,,,,,,,0.1398176291793313,,,0.3465045592705167,,,,,,,,,,,34,Body,0.0,False,False,False,False,False,147
3,151,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.4700580835342407,0,0,0,0,249,0.0,,,,,,,,,,,,,,,,,,,,,79,Body,0.0,False,False,False,False,False,151
3,193,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.33172550797462463,0,0,0,0,226,0.0,,,,,,,,,,,,,,,,,,,,,256,Body,0.0,False,False,False,False,False,193
4,11,full,0.5398773006134969,V3,0.0,0.0,0.0,0.0,0.4601226993865031,0.5398773006134969,0.0,0.0,lh,0.5398773006134969,0.6668669581413269,2,2,2,1,326,-0.5398773006134969,,,,,,,,,,,,,,,,0.4601226993865031,,0.5398773006134969,,,48,Body,0.0,False,False,False,False,False,11
4,14,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.06748466257668712,0.08588957055214724,0.0,lh,0.08588957055214724,0.6395871043205261,0,0,0,0,326,-0.08588957055214724,,,,,,,,,,,,,,,,,,,0.06748466257668712,0.08588957055214724,10,Body,0.0,False,False,False,False,False,14
4,17,full,0.7777777777777778,V1,0.0,0.0,0.0,0.7777777777777778,0.06790123456790123,0.0,0.0,0.0,lh,0.7777777777777778,0.6222882866859436,1,1,1,1,162,-0.7777777777777778,,,,,,,,,,,,,,0.7777777777777778,,0.06790123456790123,,,,,51,Body,0.0,False,False,False,False,False,17
4,21,full,1.0,Scene,0.10091743119266056,0.0,1.0,0.0,0.0,0.0,0.0,0.0,lh,1.0,0.5547806024551392,2,1,1,1,109,-0.8990825688073394,0.10091743119266056,,,,,,1.0,,,,,,,,,,,,,,185,Body,0.10091743119266056,False,True,False,False,False,21
4,25,full,0.75,Scene,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,lh,0.75,0.5363700985908508,1,1,1,1,80,-0.75,,,,,,,,,0.75,,,,,,,,,,,,54,Body,0.0,False,False,False,False,False,25
4,32,full,0.0,Unlabeled,0.20123839009287925,0.0,0.015479876160990712,0.0,0.0,0.2043343653250774,0.0,0.0,lh,0.2043343653250774,0.5134915113449097,2,0,0,0,323,-0.0030959752321981504,0.20123839009287925,,,,,,0.015479876160990712,,,,,,,,,,,0.2043343653250774,,,52,Body,0.20123839009287925,False,True,False,False,False,32
4,35,full,0.0,Unlabeled,0.0,0.0,0.48863636363636365,0.0,0.0,0.0,0.0,0.0,lh,0.48863636363636365,0.5053406357765198,1,1,1,0,176,-0.48863636363636365,,,,,,,0.48863636363636365,,,,,,,,,,,,,,189,Body,0.0,False,False,False,False,False,35
4,38,full,0.9536585365853658,Word,0.17073170731707318,0.17560975609756097,0.0,0.0,0.0,0.0,0.0,0.9536585365853658,lh,0.9536585365853658,0.48745402693748474,3,1,1,1,410,-0.7829268292682926,0.0024390243902439024,0.17073170731707318,,0.17560975609756097,,,,,,,0.9536585365853658,,,,,,,,,,11,Body,0.17073170731707318,False,True,False,False,False,38
4,49,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.45416495203971863,0,0,0,0,365,0.0,,,,,,,,,,,,,,,,,,,,,233,Body,0.0,False,False,False,False,False,49
4,51,full,0.7104072398190046,Scene,0.0,0.0,0.7104072398190046,0.0,0.0,0.0,0.0,0.0,lh,0.7104072398190046,0.4430970847606659,1,1,1,1,221,-0.7104072398190046,,,,,,,0.7104072398190046,,,,,,,,,,,,,,73,Body,0.0,False,False,False,False,False,51
4,56,full,0.0,Unlabeled,0.0,0.0,0.004651162790697674,0.0,0.07441860465116279,0.4790697674418605,0.0,0.0,lh,0.4790697674418605,0.42858341336250305,1,1,1,0,215,-0.4790697674418605,,,,,,,0.004651162790697674,,,,,,,,,0.07441860465116279,,0.4790697674418605,,,67,Body,0.0,False,False,False,False,False,56
4,100,full,0.0,Unlabeled,0.375609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.8820629119873047,1,1,0,0,205,0.375609756097561,0.375609756097561,,,,,,,,,,,,,,,,,,,,190,Body,0.375609756097561,False,True,True,False,False,100
4,108,full,0.7094339622641509,V1,0.0,0.0,0.0,0.7094339622641509,0.0,0.0,0.0,0.0,rh,0.7094339622641509,0.7057465314865112,1,1,1,1,265,-0.7094339622641509,,,,,,,,,,,,,,0.7094339622641509,0.18867924528301888,,,,,,37,Body,0.0,False,False,False,False,False,108
4,112,full,0.6417322834645669,V4,0.0,0.0,0.0,0.0,0.0,0.35826771653543305,0.6417322834645669,0.0,rh,0.6417322834645669,0.671980082988739,2,2,1,1,254,-0.6417322834645669,,,,,,,,,,,,,,,,,,,0.35826771653543305,0.6417322834645669,11,Body,0.0,False,False,False,False,False,112
4,116,full,0.5745614035087719,V3,0.0,0.0,0.021929824561403508,0.0,0.2675438596491228,0.5745614035087719,0.0,0.0,rh,0.5745614035087719,0.6341803073883057,2,2,1,1,228,-0.5745614035087719,,,,,,,0.021929824561403508,,,,,,,,,0.2675438596491228,,0.5745614035087719,,,57,Body,0.0,False,False,False,False,False,116
4,119,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5871975421905518,0,0,0,0,244,0.0,,,,,,,,,,,,,,,,,,,,,224,Body,0.0,False,False,False,False,False,119
4,121,full,0.0,Unlabeled,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5746031403541565,0,0,0,0,284,0.007042253521126761,0.007042253521126761,,,,,,,,,,,,,,,,,,,,245,Body,0.007042253521126761,False,False,False,False,False,121
4,127,full,0.6675461741424802,Scene,0.0,0.0,0.6675461741424802,0.0,0.0,0.17941952506596306,0.0,0.0,rh,0.6675461741424802,0.5553853511810303,2,1,1,1,379,-0.6675461741424802,,,,,,,0.6675461741424802,,,,,,,,,,,0.17941952506596306,,,50,Body,0.0,False,False,False,False,False,127
4,129,full,0.0,Unlabeled,0.18666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5526844263076782,1,0,0,0,300,0.18666666666666668,0.18666666666666668,,,,,,,,,,,,,,,,,,,,412,Body,0.18666666666666668,False,True,False,False,False,129
4,130,full,0.9212121212121213,V1,0.0,0.0,0.0,0.9212121212121213,0.012121212121212121,0.0,0.0,0.0,rh,0.9212121212121213,0.548660159111023,1,1,1,1,165,-0.9212121212121213,,,,,,,,,,,,,,0.9212121212121213,0.06666666666666667,0.012121212121212121,,,,,36,Body,0.0,False,False,False,False,False,130
4,132,full,0.6193548387096774,Scene,0.0,0.0,0.6193548387096774,0.0,0.0,0.0,0.0,0.0,rh,0.6193548387096774,0.5432421565055847,1,1,1,1,310,-0.6193548387096774,,,,,,,,0.6193548387096774,,,,,,,,,,,,,6,Body,0.0,False,False,False,False,False,132
4,137,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.522820770740509,0,0,0,0,203,0.0,,,,,,,,,,,,,,,,,,,,,252,Body,0.0,False,False,False,False,False,137
4,143,full,0.7455357142857143,V3,0.0,0.013392857142857142,0.0,0.0,0.05357142857142857,0.7455357142857143,0.07589285714285714,0.625,rh,0.7455357142857143,0.4982433319091797,2,2,2,2,224,-0.7455357142857143,,,,,,0.013392857142857142,,,,0.625,,,,,,,0.05357142857142857,0.008928571428571428,0.7455357142857143,0.07589285714285714,19,Body,0.0,False,False,False,False,False,143
4,183,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.3607761263847351,0,0,0,0,193,0.0,,,,,,,,,,,,,,,,,,,,,216,Body,0.0,False,False,False,False,False,183
5,4,full,0.553921568627451,V2,0.0,0.0,0.0,0.0,0.553921568627451,0.4166666666666667,0.029411764705882353,0.0,lh,0.553921568627451,0.7592077255249023,2,2,2,1,408,-0.553921568627451,,,,,,,,,,,,,,,,,0.553921568627451,,0.4166666666666667,0.029411764705882353,13,Body,0.0,False,False,False,False,False,4
5,11,full,0.5398773006134969,V3,0.0,0.0,0.0,0.0,0.4601226993865031,0.5398773006134969,0.0,0.0,lh,0.5398773006134969,0.6668669581413269,2,2,2,1,326,-0.5398773006134969,,,,,,,,,,,,,,,,0.4601226993865031,,0.5398773006134969,,,48,Body,0.0,False,False,False,False,False,11
5,17,full,0.7777777777777778,V1,0.0,0.0,0.0,0.7777777777777778,0.06790123456790123,0.0,0.0,0.0,lh,0.7777777777777778,0.6222882866859436,1,1,1,1,162,-0.7777777777777778,,,,,,,,,,,,,,0.7777777777777778,,0.06790123456790123,,,,,51,Body,0.0,False,False,False,False,False,17
5,22,full,0.5540540540540541,Face,0.0,0.5540540540540541,0.0,0.0,0.036036036036036036,0.527027027027027,0.22522522522522523,0.2972972972972973,lh,0.5540540540540541,0.552130937576294,4,3,2,2,222,-0.5540540540540541,,,,,,0.5540540540540541,,,,0.2972972972972973,,,,,,,0.036036036036036036,,0.527027027027027,0.22522522522522523,23,Body,0.0,False,False,False,False,False,22
5,24,full,0.7621621621621621,Scene,0.0,0.0,0.7621621621621621,0.0,0.0,0.0,0.0,0.0,lh,0.7621621621621621,0.5441173315048218,1,1,1,1,370,-0.7621621621621621,,,,,,,0.7621621621621621,,,,,,,,,,,,,,71,Body,0.0,False,False,False,False,False,24
5,35,full,0.0,Unlabeled,0.0,0.0,0.48863636363636365,0.0,0.0,0.0,0.0,0.0,lh,0.48863636363636365,0.5053406357765198,1,1,1,0,176,-0.48863636363636365,,,,,,,0.48863636363636365,,,,,,,,,,,,,,189,Body,0.0,False,False,False,False,False,35
5,36,full,0.0,Unlabeled,0.244,0.0,0.0,0.0,0.0,0.108,0.0,0.204,lh,0.204,0.4952622056007385,3,0,0,0,250,0.04000000000000001,0.244,,,,,,,,,0.204,,,,,,,,0.108,,,33,Body,0.244,False,True,False,False,False,36
5,49,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.45416495203971863,0,0,0,0,365,0.0,,,,,,,,,,,,,,,,,,,,,233,Body,0.0,False,False,False,False,False,49
5,55,full,0.0,Unlabeled,0.0,0.0,0.05573770491803279,0.0,0.0,0.0,0.0,0.0,lh,0.05573770491803279,0.42933809757232666,0,0,0,0,305,-0.05573770491803279,,,,,,,0.05573770491803279,,,,,,,,,,,,,,192,Body,0.0,False,False,False,False,False,55
5,56,full,0.0,Unlabeled,0.0,0.0,0.004651162790697674,0.0,0.07441860465116279,0.4790697674418605,0.0,0.0,lh,0.4790697674418605,0.42858341336250305,1,1,1,0,215,-0.4790697674418605,,,,,,,0.004651162790697674,,,,,,,,,0.07441860465116279,,0.4790697674418605,,,67,Body,0.0,False,False,False,False,False,56
5,58,full,0.0,Unlabeled,0.0,0.0,0.29385964912280704,0.0,0.0,0.0,0.0,0.0,lh,0.29385964912280704,0.4188014268875122,1,1,0,0,228,-0.29385964912280704,,,,,,,,,0.29385964912280704,,,,,,,,,,,,471,Body,0.0,False,False,False,False,False,58
5,108,full,0.7094339622641509,V1,0.0,0.0,0.0,0.7094339622641509,0.0,0.0,0.0,0.0,rh,0.7094339622641509,0.7057465314865112,1,1,1,1,265,-0.7094339622641509,,,,,,,,,,,,,,0.7094339622641509,0.18867924528301888,,,,,,37,Body,0.0,False,False,False,False,False,108
5,109,full,1.0,V1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,rh,1.0,0.7047218680381775,1,1,1,1,210,-1.0,,,,,,,,,,,,,,1.0,,,,,,,45,Body,0.0,False,False,False,False,False,109
5,116,full,0.5745614035087719,V3,0.0,0.0,0.021929824561403508,0.0,0.2675438596491228,0.5745614035087719,0.0,0.0,rh,0.5745614035087719,0.6341803073883057,2,2,1,1,228,-0.5745614035087719,,,,,,,0.021929824561403508,,,,,,,,,0.2675438596491228,,0.5745614035087719,,,57,Body,0.0,False,False,False,False,False,116
5,119,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5871975421905518,0,0,0,0,244,0.0,,,,,,,,,,,,,,,,,,,,,224,Body,0.0,False,False,False,False,False,119
5,123,full,0.5975103734439834,V2,0.0,0.0,0.0,0.0,0.5975103734439834,0.4024896265560166,0.0,0.0,rh,0.5975103734439834,0.5699483156204224,2,2,2,1,241,-0.5975103734439834,,,,,,,,,,,,,,,,,0.5975103734439834,,0.4024896265560166,,17,Body,0.0,False,False,False,False,False,123
5,124,full,0.5807453416149069,V2,0.0,0.0,0.0,0.059006211180124224,0.5807453416149069,0.36024844720496896,0.0,0.0,rh,0.5807453416149069,0.563030481338501,2,2,1,1,322,-0.5807453416149069,,,,,,,,,,,,,,0.059006211180124224,,0.5807453416149069,,0.36024844720496896,,,44,Body,0.0,False,False,False,False,False,124
5,126,full,0.9920948616600791,Scene,0.0,0.0,0.9920948616600791,0.0,0.0,0.0,0.0,0.0,rh,0.9920948616600791,0.560015857219696,1,1,1,1,253,-0.9920948616600791,,,,,,,0.9920948616600791,,,,,,,,,,,,,,68,Body,0.0,False,False,False,False,False,126
5,128,full,0.8444444444444444,Scene,0.0,0.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0,rh,0.8444444444444444,0.5537439584732056,1,1,1,1,315,-0.8444444444444444,,,,,,,0.8444444444444444,,,,,,,,,,,,,,76,Body,0.0,False,False,False,False,False,128
5,132,full,0.6193548387096774,Scene,0.0,0.0,0.6193548387096774,0.0,0.0,0.0,0.0,0.0,rh,0.6193548387096774,0.5432421565055847,1,1,1,1,310,-0.6193548387096774,,,,,,,,0.6193548387096774,,,,,,,,,,,,,6,Body,0.0,False,False,False,False,False,132
5,137,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.522820770740509,0,0,0,0,203,0.0,,,,,,,,,,,,,,,,,,,,,252,Body,0.0,False,False,False,False,False,137
5,156,full,0.82,Scene,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,rh,0.82,0.44249382615089417,1,1,1,1,250,-0.82,,,,,,,0.82,,,,,,,,,,,,,,75,Body,0.0,False,False,False,False,False,156
5,159,full,0.6464435146443515,Scene,0.0,0.0,0.6464435146443515,0.0,0.0,0.0,0.0,0.0,rh,0.6464435146443515,0.42318758368492126,1,1,1,1,478,-0.6464435146443515,,,,,,,,,0.6464435146443515,,,,,,,,,,,,481,Body,0.0,False,False,False,False,False,159
5,188,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.3450150191783905,0,0,0,0,190,0.0,,,,,,,,,,,,,,,,,,,,,201,Body,0.0,False,False,False,False,False,188
1,3,equal4,0.5196078431372549,V3,0.0,0.0,0.0,0.0,0.4803921568627451,0.5196078431372549,0.0,0.0,lh,0.5196078431372549,0.7609300017356873,2,2,2,1,204,-0.5196078431372549,,,,,,,,,,,,,,,,0.4803921568627451,,0.5196078431372549,,,57,Body,0.0,False,False,False,False,False,3
1,103,equal4,0.6197916666666666,V2,0.0,0.0,0.0,0.3802083333333333,0.6197916666666666,0.0,0.0,0.0,rh,0.6197916666666666,0.7783543467521667,2,2,1,1,192,-0.6197916666666666,,,,,,,,,,,,,,,0.3802083333333333,,0.6197916666666666,,,,24,Body,0.0,False,False,False,False,False,103
1,109,equal4,1.0,V1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,rh,1.0,0.7047218680381775,1,1,1,1,210,-1.0,,,,,,,,,,,,,,1.0,,,,,,,45,Body,0.0,False,False,False,False,False,109
1,121,equal4,0.0,Unlabeled,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5746031403541565,0,0,0,0,284,0.007042253521126761,0.007042253521126761,,,,,,,,,,,,,,,,,,,,245,Body,0.007042253521126761,False,False,False,False,False,121
2,14,equal4,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.06748466257668712,0.08588957055214724,0.0,lh,0.08588957055214724,0.6395871043205261,0,0,0,0,326,-0.08588957055214724,,,,,,,,,,,,,,,,,,,0.06748466257668712,0.08588957055214724,10,Body,0.0,False,False,False,False,False,14
2,101,equal4,0.5045454545454545,V2,0.0,0.0,0.0,0.0,0.5045454545454545,0.4954545454545455,0.0,0.0,rh,0.5045454545454545,0.7969893217086792,2,2,2,1,440,-0.5045454545454545,,,,,,,,,,,,,,,,,0.5045454545454545,,0.4954545454545455,,16,Body,0.0,False,False,False,False,False,101
2,103,equal4,0.6197916666666666,V2,0.0,0.0,0.0,0.3802083333333333,0.6197916666666666,0.0,0.0,0.0,rh,0.6197916666666666,0.7783543467521667,2,2,1,1,192,-0.6197916666666666,,,,,,,,,,,,,,,0.3802083333333333,,0.6197916666666666,,,,24,Body,0.0,False,False,False,False,False,103
2,112,equal4,0.6417322834645669,V4,0.0,0.0,0.0,0.0,0.0,0.35826771653543305,0.6417322834645669,0.0,rh,0.6417322834645669,0.671980082988739,2,2,1,1,254,-0.6417322834645669,,,,,,,,,,,,,,,,,,,0.35826771653543305,0.6417322834645669,11,Body,0.0,False,False,False,False,False,112
3,10,equal4,0.8818897637795275,Scene,0.0,0.0,0.8818897637795275,0.0,0.0,0.0,0.0,0.0,lh,0.8818897637795275,0.6811837553977966,1,1,1,1,381,-0.8818897637795275,,,,,,,,0.8818897637795275,,,,,,,,,,,,,12,Body,0.0,False,False,False,False,False,10
3,107,equal4,0.0,Unlabeled,0.0,0.0,0.0,0.4477124183006536,0.13398692810457516,0.0,0.0,0.0,rh,0.4477124183006536,0.7308821678161621,2,1,1,0,306,-0.4477124183006536,,,,,,,,,,,,,,0.4477124183006536,0.41830065359477125,,0.13398692810457516,,,,28,Body,0.0,False,False,False,False,False,107
3,114,equal4,0.5217391304347826,V2,0.0,0.0,0.0,0.16847826086956522,0.5217391304347826,0.0,0.0,0.0,rh,0.5217391304347826,0.6665645241737366,2,1,1,1,184,-0.5217391304347826,,,,,,,,,,,,,,0.16847826086956522,,0.5217391304347826,,,,,58,Body,0.0,False,False,False,False,False,114
3,121,equal4,0.0,Unlabeled,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5746031403541565,0,0,0,0,284,0.007042253521126761,0.007042253521126761,,,,,,,,,,,,,,,,,,,,245,Body,0.007042253521126761,False,False,False,False,False,121
4,5,equal4,0.550314465408805,V1,0.0,0.0,0.0,0.550314465408805,0.2672955974842767,0.0,0.0,0.0,lh,0.550314465408805,0.7401266098022461,2,2,1,1,318,-0.550314465408805,,,,,,,,,,,,,,,0.550314465408805,,0.2672955974842767,,,,26,Body,0.0,False,False,False,False,False,5
4,112,equal4,0.6417322834645669,V4,0.0,0.0,0.0,0.0,0.0,0.35826771653543305,0.6417322834645669,0.0,rh,0.6417322834645669,0.671980082988739,2,2,1,1,254,-0.6417322834645669,,,,,,,,,,,,,,,,,,,0.35826771653543305,0.6417322834645669,11,Body,0.0,False,False,False,False,False,112
4,116,equal4,0.5745614035087719,V3,0.0,0.0,0.021929824561403508,0.0,0.2675438596491228,0.5745614035087719,0.0,0.0,rh,0.5745614035087719,0.6341803073883057,2,2,1,1,228,-0.5745614035087719,,,,,,,0.021929824561403508,,,,,,,,,0.2675438596491228,,0.5745614035087719,,,57,Body,0.0,False,False,False,False,False,116
4,121,equal4,0.0,Unlabeled,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.5746031403541565,0,0,0,0,284,0.007042253521126761,0.007042253521126761,,,,,,,,,,,,,,,,,,,,245,Body,0.007042253521126761,False,False,False,False,False,121
5,10,equal4,0.8818897637795275,Scene,0.0,0.0,0.8818897637795275,0.0,0.0,0.0,0.0,0.0,lh,0.8818897637795275,0.6811837553977966,1,1,1,1,381,-0.8818897637795275,,,,,,,,0.8818897637795275,,,,,,,,,,,,,12,Body,0.0,False,False,False,False,False,10
5,100,equal4,0.0,Unlabeled,0.375609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rh,0.0,0.8820629119873047,1,1,0,0,205,0.375609756097561,0.375609756097561,,,,,,,,,,,,,,,,,,,,190,Body,0.375609756097561,False,True,True,False,False,100
5,105,equal4,0.8717948717948718,V2,0.0,0.0,0.0,0.1282051282051282,0.8717948717948718,0.0,0.0,0.0,rh,0.8717948717948718,0.7489200234413147,2,1,1,1,156,-0.8717948717948718,,,,,,,,,,,,,,0.1282051282051282,,0.8717948717948718,,,,,52,Body,0.0,False,False,False,False,False,105
5,115,equal4,0.0,Unlabeled,0.0,0.0,0.0,0.010526315789473684,0.2912280701754386,0.4280701754385965,0.0,0.08421052631578947,rh,0.4280701754385965,0.6453737616539001,2,2,1,0,285,-0.4280701754385965,,,,,,,,,,0.08421052631578947,,,,0.010526315789473684,0.010526315789473684,0.2912280701754386,0.10877192982456141,0.4280701754385965,0.028070175438596492,,29,Body,0.0,False,False,False,False,False,115
1,11,full,0.5398773006134969,V3,0.0,0.0,0.0,0.0,0.4601226993865031,0.5398773006134969,0.0,0.0,lh,0.5398773006134969,0.6668669581413269,2,2,2,1,326,-0.5398773006134969,,,,,,,,,,,,,,,,0.4601226993865031,,0.5398773006134969,,,48,Scene,0.0,False,False,False,False,False,11
1,16,full,0.8321167883211679,Face,0.7664233576642335,0.8321167883211679,0.0,0.0,0.0,0.0,0.0,0.27007299270072993,lh,0.8321167883211679,0.6251530051231384,3,3,2,2,137,-0.8321167883211679,,0.7664233576642335,,0.8321167883211679,,,,,,,0.27007299270072993,,,,,,,,,,6,Scene,0.0,False,False,False,False,False,16
1,17,full,0.7777777777777778,V1,0.0,0.0,0.0,0.7777777777777778,0.06790123456790123,0.0,0.0,0.0,lh,0.7777777777777778,0.6222882866859436,1,1,1,1,162,-0.7777777777777778,,,,,,,,,,,,,,0.7777777777777778,,0.06790123456790123,,,,,51,Scene,0.0,False,False,False,False,False,17
1,18,full,0.9774011299435028,Body,0.9774011299435028,0.0,0.0,0.0,0.0,0.0,0.0,0.002824858757062147,lh,0.9774011299435028,0.6210088133811951,1,1,1,1,354,-0.9774011299435028,0.9774011299435028,,,,,,,,,,0.002824858757062147,,,,,,,,,,35,Scene,0.0,False,False,False,False,False,18
1,27,full,0.88268156424581,Body,0.88268156424581,0.0,0.09217877094972067,0.0,0.0,0.0,0.0,0.0,lh,0.88268156424581,0.5291171669960022,1,1,1,1,358,-0.7905027932960893,0.88268156424581,,,,,,0.09217877094972067,,,,,,,,,,,,,,60,Scene,0.09217877094972067,False,False,False,False,False,27
1,28,full,0.9076923076923077,Body,0.9076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.9076923076923077,0.5204342603683472,1,1,1,1,130,-0.9076923076923077,0.9076923076923077,,,,,,,,,,,,,,,,,,,,44,Scene,0.0,False,False,False,False,False,28
1,44,full,0.7644787644787645,Word,0.6988416988416989,0.0,0.0,0.0,0.0,0.0,0.0,0.7644787644787645,lh,0.7644787644787645,0.47377699613571167,2,2,2,2,259,-0.7644787644787645,0.6988416988416989,,,,,,,,,,0.7644787644787645,,,,,,,,,,20,Scene,0.0,False,False,False,False,False,44
1,48,full,0.5955555555555555,V4,0.0,0.49333333333333335,0.0,0.0,0.0,0.0,0.5955555555555555,0.48,lh,0.5955555555555555,0.45930930972099304,3,3,3,1,225,-0.5955555555555555,,,,,,0.49333333333333335,,,,0.44,0.48,,,,,,,,,0.5955555555555555,14,Scene,0.0,False,False,False,False,False,48
1,53,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.4396008551120758,0,0,0,0,305,0.0,,,,,,,,,,,,,,,,,,,,,200,Scene,0.0,False,False,False,False,False,53
1,56,full,0.0,Unlabeled,0.0,0.0,0.004651162790697674,0.0,0.07441860465116279,0.4790697674418605,0.0,0.0,lh,0.4790697674418605,0.42858341336250305,1,1,1,0,215,-0.4744186046511628,,,,,,,0.004651162790697674,,,,,,,,,0.07441860465116279,,0.4790697674418605,,,67,Scene,0.004651162790697674,False,False,False,False,False,56
1,63,full,0.0,Unlabeled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lh,0.0,0.3844403028488159,0,0,0,0,158,0.0,,,,,,,,,,,,,,,,,,,,,280,Scene,0.0,False,False,False,False,False,63
